gene_symbol	MANE_transcript	ClinVar_PL_record_count	semantic_class_prePAExact	public_label	curated_display_gene	low_record_burden_flag	browser_status	detail_page	unit_count	best_single_exon_coverage_fraction	best_adjacent_exon_block_coverage_fraction	best_downstream_CDS_implantation_coverage_fraction
CCNK	ENST00000389879.9	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCNK.html	55	1.000000	1.000000	1.000000
CCNO	ENST00000282572.5	37	compact_adjacent_exon_block_opportunity	Compact exon/block opportunity	false	false	all-mapped enumerated	genes/CCNO.html	8	0.378378	1.000000	0.621622
CCNQ	ENST00000576892.8	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCNQ.html	19	0.571429	0.857143	1.000000
CCP110	ENST00000694978.1	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCP110.html	73	1.000000	1.000000	1.000000
CCPG1	ENST00000442196.8	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCPG1.html	43	1.000000	1.000000	1.000000
CCR2	ENST00000445132.3	5	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCR2.html	4	1.000000	1.000000	1.000000
CCT3	ENST00000295688.8	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCT3.html	73	0.500000	1.000000	1.000000
CCT5	ENST00000280326.9	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCT5.html	55	1.000000	1.000000	1.000000
CCT7	ENST00000258091.10	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCT7.html	61	1.000000	1.000000	1.000000
CD151	ENST00000397420.9	6	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CD151.html	43	0.333333	0.833333	1.000000
CD19	ENST00000538922.8	14	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CD19.html	78	0.357143	0.571429	1.000000
CD247	ENST00000362089.10	8	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CD247.html	37	0.500000	1.000000	0.750000
CD27	ENST00000266557.4	17	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CD27.html	25	0.352941	0.941176	0.882353
CD28	ENST00000324106.9	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CD28.html	13	1.000000	1.000000	1.000000
CD2AP	ENST00000359314.5	17	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CD2AP.html	97	0.176471	0.470588	1.000000
CD36	ENST00000447544.7	51	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CD36.html	78	0.176471	0.529412	1.000000
CD3D	ENST00000300692.9	17	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CD3D.html	19	0.411765	1.000000	0.705882
CD3E	ENST00000361763.9	21	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CD3E.html	43	0.380952	0.904762	1.000000
CD3G	ENST00000532917.3	21	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CD3G.html	30	0.380952	0.857143	0.809524
CD4	ENST00000011653.9	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CD4.html	49	0.500000	0.500000	1.000000
CD40	ENST00000372285.8	15	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CD40.html	43	0.266667	0.866667	0.866667
CD40LG	ENST00000370629.7	102	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CD40LG.html	19	0.519608	1.000000	0.911765
CD46	ENST00000367042.6	69	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CD46.html	66	0.188406	0.768116	0.971014
CD55	ENST00000367064.9	28	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CD55.html	49	0.464286	0.892857	0.928571
CD59	ENST00000642928.2	10	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CD59.html	13	0.500000	1.000000	1.000000
CD63	ENST00000257857.9	25	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CD63.html	37	0.000000	0.000000	1.000000
CD70	ENST00000245903.4	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CD70.html	8	1.000000	1.000000	1.000000
CD79A	ENST00000221972.8	8	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CD79A.html	19	0.500000	1.000000	0.875000
CD79B	ENST00000006750.8	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CD79B.html	25	0.500000	1.000000	1.000000
CD8A	ENST00000283635.8	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CD8A.html	25	1.000000	1.000000	1.000000
CD96	ENST00000352690.9	5	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CD96.html	73	0.400000	0.600000	1.000000
CDAN1	ENST00000356231.4	63	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CDAN1.html	157	0.126984	0.301587	1.000000
CDC14A	ENST00000336454.5	20	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CDC14A.html	85	0.250000	0.650000	0.950000
CDC20	ENST00000310955.11	11	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CDC20.html	55	0.181818	0.909091	1.000000
CDC25A	ENST00000302506.8	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CDC25A.html	79	1.000000	1.000000	1.000000
CDC27	ENST00000066544.8	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CDC27.html	103	1.000000	1.000000	1.000000
CDC40	ENST00000307731.2	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CDC40.html	79	1.000000	1.000000	1.000000
CDC42	ENST00000656825.1	22	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CDC42.html	25	0.318182	1.000000	1.000000
CDC42BPB	ENST00000361246.7	31	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CDC42BPB.html	211	0.225806	0.322581	0.935484
CDC45	ENST00000263201.7	22	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CDC45.html	102	0.181818	0.318182	1.000000
CDC73	ENST00000367435.5	152	compact_adjacent_exon_block_opportunity	Compact exon/block opportunity	false	false	all-mapped enumerated	genes/CDC73.html	91	0.250000	0.519737	0.763158
CDCA3	ENST00000538862.7	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CDCA3.html	25	0.000000	0.000000	1.000000
CDCA7	ENST00000306721.8	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CDCA7.html	49	0.666667	1.000000	1.000000
CDCA7L	ENST00000406877.8	41	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CDCA7L.html	49	1.000000	1.000000	1.000000
CDH1	ENST00000261769.10	622	cancer_or_tumor_predisposition_high_burden_control	Tumor-predisposition control/caution	true	false	all-mapped enumerated; curated display gene	genes/CDH1.html	85	0.106109	0.371383	0.971061
CDH11	ENST00000268603.9	14	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CDH11.html	67	0.285714	0.785714	1.000000
CDH2	ENST00000269141.8	24	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CDH2.html	85	0.291667	0.625000	1.000000
CDH23	ENST00000224721.12	725	large_gene_or_donor_burden_stress_case	Donor-burden stress	true	false	all-mapped enumerated; curated display gene	genes/CDH23.html	409	0.071724	0.153103	1.000000
CDH3	ENST00000264012.9	55	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CDH3.html	85	0.127273	0.436364	0.981818
CDH4	ENST00000614565.5	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CDH4.html	85	1.000000	1.000000	1.000000
CDHR1	ENST00000623527.4	100	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CDHR1.html	91	0.100000	0.400000	0.960000
CDIN1	ENST00000566621.6	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CDIN1.html	55	0.333333	0.666667	1.000000
CDK10	ENST00000353379.12	28	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CDK10.html	67	0.178571	0.571429	0.964286
CDK12	ENST00000447079.6	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CDK12.html	73	1.000000	1.000000	1.000000
CDK13	ENST00000181839.10	86	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CDK13.html	73	0.197674	0.581395	0.802326
CDK16	ENST00000357227.9	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CDK16.html	85	1.000000	1.000000	1.000000
CDK19	ENST00000368911.8	8	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CDK19.html	67	0.625000	0.625000	0.375000
CDK4	ENST00000257904.11	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CDK4.html	37	0.666667	1.000000	1.000000
CDK5	ENST00000485972.6	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CDK5.html	61	0.500000	0.500000	1.000000
CDK5RAP2	ENST00000349780.9	78	high_coverage_downstream_CDS_but_donor_or_context_burden	High-coverage context-burden opportunity	false	false	all-mapped enumerated	genes/CDK5RAP2.html	217	0.089744	0.217949	1.000000
CDK6	ENST00000424848.3	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CDK6.html	37	1.000000	1.000000	1.000000
CDK8	ENST00000381527.8	19	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CDK8.html	67	0.368421	0.631579	0.684211
CDK9	ENST00000373264.5	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CDK9.html	31	1.000000	1.000000	1.000000
CDKL2	ENST00000307465.9	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CDKL2.html	72	1.000000	1.000000	1.000000
CDKL5	ENST00000623535.2	806	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/CDKL5.html	97	0.166253	0.351117	1.000000
CDKN1A	ENST00000244741.10	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CDKN1A.html	8	1.000000	1.000000	1.000000
CDKN1B	ENST00000228872.9	114	compact_adjacent_exon_block_opportunity	Compact exon/block opportunity	false	false	all-mapped enumerated	genes/CDKN1B.html	7	0.947368	0.982456	0.043860
CDKN1C	ENST00000440480.8	127	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CDKN1C.html	12	0.826772	1.000000	1.000000
