gene_symbol	MANE_transcript	ClinVar_PL_record_count	public_label_v5	low_record_burden_flag	unit_count	best_single_exon_coverage_fraction	best_adjacent_exon_block_coverage_fraction	best_downstream_CDS_implantation_coverage_fraction	detail_page
EGF	ENST00000265171.10	2	Low-record-burden interpretation-limited	true	133	0.500000	0.500000	1.000000	genes/EGF.html
EGFR	ENST00000275493.7	115	Compact downstream-CDS record-coverage hypothesis	false	157	0.147826	0.408696	1.000000	genes/EGFR.html
EGLN1	ENST00000366641.4	15	Low-record-burden interpretation-limited	true	19	0.533333	1.000000	0.466667	genes/EGLN1.html
EGR2	ENST00000242480.4	18	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	1.000000	genes/EGR2.html
EHBP1L1	ENST00000309295.9	1	Low-record-burden interpretation-limited	true	103	1.000000	1.000000	1.000000	genes/EHBP1L1.html
EHMT1	ENST00000460843.6	256	Compact downstream-CDS record-coverage hypothesis	false	151	0.093750	0.230469	0.992188	genes/EHMT1.html
EHMT2	ENST00000375537.9	7	Low-record-burden interpretation-limited	true	157	0.428571	1.000000	1.000000	genes/EHMT2.html
EI24	ENST00000278903.11	1	Low-record-burden interpretation-limited	true	55	1.000000	1.000000	1.000000	genes/EI24.html
EIF1AX	ENST00000379607.10	1	Low-record-burden interpretation-limited	true	31	1.000000	1.000000	1.000000	genes/EIF1AX.html
EIF2AK1	ENST00000199389.11	3	Low-record-burden interpretation-limited	true	79	1.000000	1.000000	1.000000	genes/EIF2AK1.html
EIF2AK2	ENST00000233057.9	4	Low-record-burden interpretation-limited	true	91	0.500000	0.750000	1.000000	genes/EIF2AK2.html
EIF2AK3	ENST00000303236.9	105	Compact downstream-CDS record-coverage hypothesis	false	91	0.171429	0.457143	0.923810	genes/EIF2AK3.html
EIF2AK4	ENST00000263791.10	77	Compact downstream-CDS record-coverage hypothesis	false	223	0.090909	0.272727	0.987013	genes/EIF2AK4.html
EIF2B1	ENST00000424014.7	36	Compact downstream-CDS record-coverage hypothesis	false	43	0.194444	0.583333	1.000000	genes/EIF2B1.html
EIF2B2	ENST00000266126.10	39	Compact downstream-CDS record-coverage hypothesis	false	37	0.256410	0.769231	0.897436	genes/EIF2B2.html
EIF2B3	ENST00000360403.7	16	Low-record-burden interpretation-limited	true	61	0.187500	0.625000	1.000000	genes/EIF2B3.html
EIF2B4	ENST00000347454.9	37	Compact downstream-CDS record-coverage hypothesis	false	67	0.162162	0.567568	1.000000	genes/EIF2B4.html
EIF2B5	ENST00000648915.2	117	Compact downstream-CDS record-coverage hypothesis	false	85	0.213675	0.529915	0.974359	genes/EIF2B5.html
EIF2S3	ENST00000253039.9	8	Low-record-burden interpretation-limited	true	61	0.250000	0.750000	1.000000	genes/EIF2S3.html
EIF3F	ENST00000651655.1	4	Low-record-burden interpretation-limited	true	37	0.500000	0.750000	0.750000	genes/EIF3F.html
EIF4A2	ENST00000323963.10	18	Low-record-burden interpretation-limited	true	55	0.222222	0.611111	0.944444	genes/EIF4A2.html
EIF4A3	ENST00000649764.2	1	Low-record-burden interpretation-limited	true	61	1.000000	1.000000	1.000000	genes/EIF4A3.html
EIF4G3	ENST00000602326.6	1	Low-record-burden interpretation-limited	true	211	1.000000	1.000000	1.000000	genes/EIF4G3.html
EIF5A	ENST00000336458.13	14	Low-record-burden interpretation-limited	true	24	0.428571	1.000000	1.000000	genes/EIF5A.html
ELAC2	ENST00000338034.9	82	Compact downstream-CDS record-coverage hypothesis	false	133	0.121951	0.292683	0.890244	genes/ELAC2.html
ELANE	ENST00000263621.2	111	Compact downstream-CDS record-coverage hypothesis	false	19	0.297297	1.000000	0.963964	genes/ELANE.html
ELF2	ENST00000686138.1	1	Low-record-burden interpretation-limited	true	49	1.000000	1.000000	1.000000	genes/ELF2.html
ELF4	ENST00000308167.10	8	Low-record-burden interpretation-limited	true	43	0.375000	1.000000	1.000000	genes/ELF4.html
ELFN1	ENST00000424383.5	5	Low-record-burden interpretation-limited	true	13	1.000000	1.000000	1.000000	genes/ELFN1.html
ELMO2	ENST00000290246.11	7	Low-record-burden interpretation-limited	true	121	0.285714	0.571429	1.000000	genes/ELMO2.html
ELMOD3	ENST00000409013.8	1	Low-record-burden interpretation-limited	true	73	1.000000	1.000000	1.000000	genes/ELMOD3.html
ELN	ENST00000252034.12	196	Compact downstream-CDS record-coverage hypothesis	false	187	0.091837	0.260204	0.948980	genes/ELN.html
ELOVL1	ENST00000372458.8	1	Low-record-burden interpretation-limited	true	37	1.000000	1.000000	1.000000	genes/ELOVL1.html
ELOVL4	ENST00000369816.5	27	Compact downstream-CDS record-coverage hypothesis	false	25	0.407407	0.962963	0.962963	genes/ELOVL4.html
ELOVL5	ENST00000304434.11	2	Low-record-burden interpretation-limited	true	37	0.500000	1.000000	1.000000	genes/ELOVL5.html
ELP1	ENST00000374647.10	429	Compact downstream-CDS record-coverage hypothesis	false	211	0.062937	0.191142	1.000000	genes/ELP1.html
ELP2	ENST00000358232.11	17	Low-record-burden interpretation-limited	true	121	0.176471	0.470588	1.000000	genes/ELP2.html
ELP4	ENST00000640961.2	19	Low-record-burden interpretation-limited	true	49	0.789474	0.842105	1.000000	genes/ELP4.html
ELP6	ENST00000296149.9	1	Low-record-burden interpretation-limited	true	31	1.000000	1.000000	1.000000	genes/ELP6.html
EMC1	ENST00000477853.6	99	Compact downstream-CDS record-coverage hypothesis	false	127	0.090909	0.272727	0.969697	genes/EMC1.html
EMC10	ENST00000334976.11	13	Low-record-burden interpretation-limited	true	31	0.307692	0.846154	0.846154	genes/EMC10.html
EMD	ENST00000369842.9	102	Compact downstream-CDS record-coverage hypothesis	false	25	0.352941	0.862745	0.882353	genes/EMD.html
EME2	ENST00000568449.7	4	Low-record-burden interpretation-limited	true	37	0.750000	0.750000	0.000000	genes/EME2.html
EMG1	ENST00000599672.6	1	Low-record-burden interpretation-limited	true	25	1.000000	1.000000	1.000000	genes/EMG1.html
EMILIN1	ENST00000380320.9	6	Low-record-burden interpretation-limited	true	37	0.500000	1.000000	0.666667	genes/EMILIN1.html
EML1	ENST00000262233.11	10	Low-record-burden interpretation-limited	true	121	0.200000	0.500000	1.000000	genes/EML1.html
EML6	ENST00000356458.8	1	Low-record-burden interpretation-limited	true	241	1.000000	1.000000	1.000000	genes/EML6.html
EMP2	ENST00000359543.8	3	Low-record-burden interpretation-limited	true	19	0.666667	1.000000	1.000000	genes/EMP2.html
EMX2	ENST00000553456.5	6	Low-record-burden interpretation-limited	true	8	0.666667	1.000000	0.833333	genes/EMX2.html
EN1	ENST00000295206.7	1	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	0.000000	genes/EN1.html
ENAM	ENST00000396073.4	15	Low-record-burden interpretation-limited	true	43	0.400000	0.666667	1.000000	genes/ENAM.html
ENG	ENST00000373203.9	607	Compact downstream-CDS record-coverage hypothesis	false	79	0.128501	0.469522	0.963756	genes/ENG.html
ENO3	ENST00000519602.6	4	Low-record-burden interpretation-limited	true	61	0.500000	0.750000	1.000000	genes/ENO3.html
ENOSF1	ENST00000647584.2	4	Low-record-burden interpretation-limited	true	85	0.250000	0.250000	1.000000	genes/ENOSF1.html
ENPP1	ENST00000647893.1	95	Compact downstream-CDS record-coverage hypothesis	false	139	0.105263	0.273684	0.915789	genes/ENPP1.html
ENTPD1	ENST00000371205.5	17	Low-record-burden interpretation-limited	true	49	0.294118	0.764706	1.000000	genes/ENTPD1.html
ENTPD2	ENST00000355097.7	1	Low-record-burden interpretation-limited	true	43	1.000000	1.000000	1.000000	genes/ENTPD2.html
ENTPD5	ENST00000334696.11	22	Compact downstream-CDS record-coverage hypothesis	false	85	0.000000	0.000000	1.000000	genes/ENTPD5.html
ENTREP2	ENST00000261275.5	2	Low-record-burden interpretation-limited	true	55	0.000000	0.000000	1.000000	genes/ENTREP2.html
EOGT	ENST00000383701.8	13	Low-record-burden interpretation-limited	true	97	0.153846	0.384615	1.000000	genes/EOGT.html
EP300	ENST00000263253.9	264	Downstream-CDS high-coverage with context burden	false	175	0.250000	0.416667	0.992424	genes/EP300.html
EPAS1	ENST00000263734.5	8	Low-record-burden interpretation-limited	true	85	1.000000	1.000000	1.000000	genes/EPAS1.html
EPB41	ENST00000343067.9	36	Compact downstream-CDS record-coverage hypothesis	false	114	0.138889	0.444444	1.000000	genes/EPB41.html
EPB41L1	ENST00000338074.7	1	Low-record-burden interpretation-limited	true	121	1.000000	1.000000	1.000000	genes/EPB41L1.html
EPB41L4A	ENST00000261486.6	1	Low-record-burden interpretation-limited	true	127	1.000000	1.000000	1.000000	genes/EPB41L4A.html
EPB42	ENST00000441366.7	19	Low-record-burden interpretation-limited	true	67	0.210526	0.473684	1.000000	genes/EPB42.html
EPCAM	ENST00000263735.9	49	Compact downstream-CDS record-coverage hypothesis	false	43	0.204082	0.673469	0.857143	genes/EPCAM.html
EPG5	ENST00000282041.11	213	Downstream-CDS high-coverage with context burden	false	253	0.103286	0.197183	0.990610	genes/EPG5.html
EPHA10	ENST00000373048.9	1	Low-record-burden interpretation-limited	true	91	0.000000	0.000000	0.000000	genes/EPHA10.html
EPHA2	ENST00000358432.8	17	Low-record-burden interpretation-limited	true	91	0.352941	0.705882	0.941176	genes/EPHA2.html
EPHA4	ENST00000281821.7	2	Low-record-burden interpretation-limited	true	96	0.500000	0.500000	1.000000	genes/EPHA4.html
EPHB2	ENST00000374630.8	2	Low-record-burden interpretation-limited	true	85	1.000000	1.000000	1.000000	genes/EPHB2.html
EPHB4	ENST00000358173.8	135	Compact downstream-CDS record-coverage hypothesis	false	91	0.111111	0.392593	0.962963	genes/EPHB4.html
EPHX1	ENST00000272167.10	1	Low-record-burden interpretation-limited	true	43	1.000000	1.000000	1.000000	genes/EPHX1.html
EPM2A	ENST00000367519.9	55	Compact local exon/block record cluster	false	13	0.490909	1.000000	0.563636	genes/EPM2A.html
EPO	ENST00000252723.3	3	Low-record-burden interpretation-limited	true	19	0.666667	1.000000	1.000000	genes/EPO.html
EPOR	ENST00000222139.11	5	Low-record-burden interpretation-limited	true	37	0.800000	1.000000	1.000000	genes/EPOR.html
EPRS1	ENST00000366923.8	18	Low-record-burden interpretation-limited	true	181	0.111111	0.333333	1.000000	genes/EPRS1.html
EPS8	ENST00000281172.10	13	Low-record-burden interpretation-limited	true	115	0.230769	0.538462	1.000000	genes/EPS8.html
EPS8L2	ENST00000318562.13	26	Compact downstream-CDS record-coverage hypothesis	false	115	0.115385	0.423077	1.000000	genes/EPS8L2.html
ERAL1	ENST00000254928.10	1	Low-record-burden interpretation-limited	true	49	1.000000	1.000000	1.000000	genes/ERAL1.html
ERAP1	ENST00000443439.7	3	Low-record-burden interpretation-limited	true	103	0.000000	0.000000	1.000000	genes/ERAP1.html
ERBB2	ENST00000269571.10	25	Compact downstream-CDS record-coverage hypothesis	false	151	0.480000	0.760000	1.000000	genes/ERBB2.html
ERBB3	ENST00000267101.8	21	Compact downstream-CDS record-coverage hypothesis	false	157	0.142857	0.333333	1.000000	genes/ERBB3.html
ERBB4	ENST00000342788.9	10	Low-record-burden interpretation-limited	true	157	0.200000	0.300000	0.900000	genes/ERBB4.html
ERC1	ENST00000360905.9	1	Low-record-burden interpretation-limited	true	103	1.000000	1.000000	1.000000	genes/ERC1.html
ERCC1	ENST00000300853.8	15	Low-record-burden interpretation-limited	true	49	0.466667	0.800000	1.000000	genes/ERCC1.html
ERCC2	ENST00000391945.10	226	Compact downstream-CDS record-coverage hypothesis	false	127	0.141593	0.393805	1.000000	genes/ERCC2.html
ERCC3	ENST00000285398.7	62	Compact downstream-CDS record-coverage hypothesis	false	79	0.177419	0.467742	1.000000	genes/ERCC3.html
ERCC4	ENST00000311895.8	66	Compact downstream-CDS record-coverage hypothesis	false	55	0.212121	0.515152	0.909091	genes/ERCC4.html
ERCC5	ENST00000652225.2	75	Compact downstream-CDS record-coverage hypothesis	false	79	0.226667	0.466667	0.973333	genes/ERCC5.html
ERCC6	ENST00000355832.10	349	Compact downstream-CDS record-coverage hypothesis	false	115	0.177650	0.332378	1.000000	genes/ERCC6.html
ERCC6L2	ENST00000653738.2	59	Compact downstream-CDS record-coverage hypothesis	false	103	0.271186	0.508475	0.949153	genes/ERCC6L2.html
ERCC8	ENST00000676185.1	126	Compact downstream-CDS record-coverage hypothesis	false	61	0.142857	0.500000	0.952381	genes/ERCC8.html
ERF	ENST00000222329.9	55	Compact downstream-CDS record-coverage hypothesis	false	13	0.600000	0.981818	0.963636	genes/ERF.html
ERG	ENST00000288319.12	3	Low-record-burden interpretation-limited	true	49	0.333333	0.666667	1.000000	genes/ERG.html
ERGIC1	ENST00000393784.8	2	Low-record-burden interpretation-limited	true	49	0.500000	0.500000	1.000000	genes/ERGIC1.html
ERGIC2	ENST00000360150.9	1	Low-record-burden interpretation-limited	true	73	1.000000	1.000000	1.000000	genes/ERGIC2.html
ERGIC3	ENST00000348547.7	1	Low-record-burden interpretation-limited	true	67	1.000000	1.000000	1.000000	genes/ERGIC3.html
ERI1	ENST00000250263.8	13	Low-record-burden interpretation-limited	true	31	0.307692	0.923077	0.923077	genes/ERI1.html
ERLEC1	ENST00000185150.9	4	Low-record-burden interpretation-limited	true	73	0.500000	0.500000	1.000000	genes/ERLEC1.html
ERLIN1	ENST00000421367.7	5	Low-record-burden interpretation-limited	true	55	0.400000	0.800000	1.000000	genes/ERLIN1.html
ERLIN2	ENST00000519638.3	34	Compact downstream-CDS record-coverage hypothesis	false	61	0.176471	0.500000	1.000000	genes/ERLIN2.html
ERMAP	ENST00000372517.8	1	Low-record-burden interpretation-limited	true	61	1.000000	1.000000	1.000000	genes/ERMAP.html
ERMARD	ENST00000366773.8	4	Low-record-burden interpretation-limited	true	97	0.250000	0.500000	1.000000	genes/ERMARD.html
ESAM	ENST00000278927.10	7	Low-record-burden interpretation-limited	true	31	0.285714	0.857143	0.857143	genes/ESAM.html
ESCO2	ENST00000305188.13	155	Compact downstream-CDS record-coverage hypothesis	false	55	0.470968	0.741935	1.000000	genes/ESCO2.html
ESPN	ENST00000645284.1	26	Compact downstream-CDS record-coverage hypothesis	false	67	0.230769	0.615385	0.884615	genes/ESPN.html
ESR1	ENST00000206249.8	6	Low-record-burden interpretation-limited	true	37	0.333333	0.666667	1.000000	genes/ESR1.html
ESR2	ENST00000341099.6	1	Low-record-burden interpretation-limited	true	43	1.000000	1.000000	1.000000	genes/ESR2.html
ESRP1	ENST00000433389.8	2	Low-record-burden interpretation-limited	true	84	0.500000	1.000000	1.000000	genes/ESRP1.html
ESRP2	ENST00000473183.7	2	Low-record-burden interpretation-limited	true	79	0.500000	1.000000	1.000000	genes/ESRP2.html
ESRRB	ENST00000644823.1	25	Compact downstream-CDS record-coverage hypothesis	false	31	0.320000	0.960000	1.000000	genes/ESRRB.html
ESRRG	ENST00000408911.8	5	Low-record-burden interpretation-limited	true	31	0.400000	0.800000	1.000000	genes/ESRRG.html
ESX1	ENST00000372588.4	1	Low-record-burden interpretation-limited	true	13	1.000000	1.000000	1.000000	genes/ESX1.html
ETFA	ENST00000557943.6	87	Compact downstream-CDS record-coverage hypothesis	false	61	0.172414	0.666667	0.942529	genes/ETFA.html
ETFB	ENST00000309244.9	39	Compact downstream-CDS record-coverage hypothesis	false	25	0.358974	0.923077	0.974359	genes/ETFB.html
ETFDH	ENST00000511912.6	301	Compact downstream-CDS record-coverage hypothesis	false	67	0.136213	0.471761	0.983389	genes/ETFDH.html
ETHE1	ENST00000292147.7	97	Compact downstream-CDS record-coverage hypothesis	false	31	0.247423	0.865979	0.814433	genes/ETHE1.html
ETS1	ENST00000392668.8	2	Low-record-burden interpretation-limited	true	49	0.500000	0.500000	1.000000	genes/ETS1.html
ETV2	ENST00000402764.6	2	Low-record-burden interpretation-limited	true	31	0.500000	1.000000	1.000000	genes/ETV2.html
ETV4	ENST00000319349.10	1	Low-record-burden interpretation-limited	true	67	1.000000	1.000000	1.000000	genes/ETV4.html
ETV5	ENST00000306376.10	1	Low-record-burden interpretation-limited	true	67	1.000000	1.000000	1.000000	genes/ETV5.html
ETV6	ENST00000396373.9	55	Compact downstream-CDS record-coverage hypothesis	false	37	0.254545	0.854545	1.000000	genes/ETV6.html
EVC	ENST00000264956.11	320	Compact downstream-CDS record-coverage hypothesis	false	115	0.128125	0.300000	0.875000	genes/EVC.html
EVC2	ENST00000344408.10	336	Compact downstream-CDS record-coverage hypothesis	false	121	0.110119	0.339286	0.931548	genes/EVC2.html
EVI2A	ENST00000462804.3	3	Low-record-burden interpretation-limited	true	4	0.000000	0.000000	0.000000	genes/EVI2A.html
EVX2	ENST00000308618.5	1	Low-record-burden interpretation-limited	true	8	0.000000	0.000000	1.000000	genes/EVX2.html
EXO1	ENST00000366548.8	1	Low-record-burden interpretation-limited	true	85	1.000000	1.000000	1.000000	genes/EXO1.html
EXOC2	ENST00000230449.9	1	Low-record-burden interpretation-limited	true	157	1.000000	1.000000	1.000000	genes/EXOC2.html
EXOC3L2	ENST00000413988.3	3	Low-record-burden interpretation-limited	true	61	0.333333	0.666667	1.000000	genes/EXOC3L2.html
EXOC4	ENST00000253861.5	1	Low-record-burden interpretation-limited	true	97	1.000000	1.000000	1.000000	genes/EXOC4.html
EXOC6B	ENST00000272427.11	13	Low-record-burden interpretation-limited	true	121	0.230769	0.461538	1.000000	genes/EXOC6B.html
EXOC7	ENST00000589210.6	5	Low-record-burden interpretation-limited	true	103	0.200000	0.600000	1.000000	genes/EXOC7.html
EXOC8	ENST00000366645.1	2	Low-record-burden interpretation-limited	true	1	1.000000			genes/EXOC8.html
EXOSC1	ENST00000370902.8	1	Low-record-burden interpretation-limited	true	37	1.000000	1.000000	1.000000	genes/EXOSC1.html
EXOSC2	ENST00000372358.10	2	Low-record-burden interpretation-limited	true	43	1.000000	1.000000	1.000000	genes/EXOSC2.html
EXOSC3	ENST00000327304.10	50	Compact local exon/block record cluster	false	13	0.460000	1.000000	0.540000	genes/EXOSC3.html
EXOSC5	ENST00000221233.9	6	Low-record-burden interpretation-limited	true	25	0.333333	0.833333	0.833333	genes/EXOSC5.html
EXOSC8	ENST00000389704.4	2	Low-record-burden interpretation-limited	true	55	0.500000	0.500000	0.500000	genes/EXOSC8.html
EXOSC9	ENST00000243498.10	31	Compact downstream-CDS record-coverage hypothesis	false	61	0.258065	0.516129	0.935484	genes/EXOSC9.html
EXPH5	ENST00000265843.9	15	Low-record-burden interpretation-limited	true	25	0.866667	0.933333	0.933333	genes/EXPH5.html
EXT1	ENST00000378204.7	516	Compact local exon/block record cluster	false	55	0.414729	0.684109	0.596899	genes/EXT1.html
EXT2	ENST00000533608.7	221	Compact downstream-CDS record-coverage hypothesis	false	73	0.266968	0.692308	1.000000	genes/EXT2.html
EXTL3	ENST00000220562.9	2	Low-record-burden interpretation-limited	true	31	1.000000	1.000000	1.000000	genes/EXTL3.html
EYA1	ENST00000340726.8	198	Compact downstream-CDS record-coverage hypothesis	false	97	0.111111	0.474747	1.000000	genes/EYA1.html
EYA4	ENST00000355286.12	87	Compact downstream-CDS record-coverage hypothesis	false	109	0.137931	0.413793	1.000000	genes/EYA4.html
EYS	ENST00000503581.6	1068	Downstream-CDS high-coverage with context burden	false	247	0.158240	0.231273	1.000000	genes/EYS.html
